,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,rank,groupName
310,SeaShepherds407,0.011532125,0.021965953,0,1,0.445783133,56,0.674698795,0.017572762,0,0.023613399,0.012630423,0.000549149,0,0.006040637,0.275672707,0.691131182,0.628273481,1,Shepherd
311,DorothyDay565,0.031290743,0.010430248,1,0,0.366666667,19,0.633333333,0.023468057,0,0,0,0.026075619,0,0.006518905,0.401564537,0.755771993,0.611446144,4,DorothyDay
312,PastorAnderson018,0.021889232,0.008667548,1,0,0.162095784,935,0.382726156,0.012413692,0.02166887,0.021815778,0.021007786,0.012634053,0.000293815,0.019171441,0.079770824,0.716254381,0.843145018,1,Anderson
313,Bahai04,0.034749035,0.009009009,1,0,0.441176471,20,0.588235294,0.01029601,0,0,0.019305019,0.009009009,0,0.007722008,0.384813385,0.721030567,0.566947098,6,Bahai
314,Rabbinic048,0.012045455,0.026818182,0,1,0.282608696,163,0.50621118,0.0025,0.007272727,0.02,0.015227273,0.032045455,0.006818182,0.019318182,0.216136364,0.67563401,0.573817939,4,Rabbinic
315,WBC418,0.034761697,0.012243113,1,0,0.448051948,106,0.688311688,0.012024486,0.00218627,0.010056843,0.008745081,0.008745081,0.001530389,0.0080892,0.209444687,0.696462476,0.64754219,1,WBC
316,LiberalJudaism068,0.017805582,0.031761309,0,1,0.432098765,64,0.790123457,0.021655438,0.005293551,0.011068335,0.003368624,0.01732435,0.001924928,0.011068335,0.34985563,0.732475607,0.731104206,1,LiberalJudaism
317,Rabbinic008,0.017241379,0.01011994,1,0,0.259179266,213,0.460043197,0.001311844,0.005997001,0.020989505,0.01517991,0.025862069,0.005434783,0.014055472,0.196026987,0.665511528,0.553327417,4,Rabbinic
318,LiberalJudaism097,0.026136364,0.025,1,0,0.478873239,58,0.816901408,0.045454545,0.007386364,0.003409091,0.005681818,0.009090909,0.003409091,0.011931818,0.330681818,0.70837208,0.658324411,2,LiberalJudaism
319,MalcolmX001,0.009019844,0.020444979,0,1,0.341463415,67,0.817073171,0.030667468,0,0.020444979,0.010823812,0.020444979,0,0.007817198,0.341551413,0.70729231,0.625664062,2,MalcolmX
320,YV20,0.035360212,0.01354924,1,0,0.402597403,178,0.770562771,0.032055519,0.049239921,0.005617978,0.00462657,0.000991408,0.000991408,0.010575017,0.204560476,0.662565276,0.76430317,6,YV
321,Rabbinic020,0.012382075,0.014740566,0,1,0.190839695,133,0.507633588,0.000884434,0.005306604,0.010613208,0.018573113,0.039799528,0.001768868,0.015035377,0.244398585,0.704450854,0.60365356,4,Rabbinic
322,ACLU11,0.007590133,0.026565465,0,1,0.588235294,10,0.588235294,0,0,0,0.037950664,0.011385199,0,0.001897533,0.407969639,0.628027026,0.55339112,3,ACLU
323,Shepherd695,0.049491525,0.020677966,1,0,0.212698413,192,0.60952381,0.017627119,0.025084746,0.021694915,0.01220339,0.02779661,0.00779661,0.01559322,0.271864407,0.643155008,0.508893073,4,Shepherd
324,Rabbinic012,0.020282729,0.020282729,0,1,0.21369863,136,0.37260274,0.003278017,0.002253637,0.003892645,0.012292563,0.010653555,0.000409752,0.020077853,0.207949191,0.782024481,0.772296875,4,Rabbinic
325,ISIS011,0.01786018,0.025514543,0,1,0.463963964,170,0.765765766,0.003231842,0.007314169,0.003572036,0.022112604,0.0335091,0,0.010546011,0.235414186,0.678232319,0.60146594,1,ISIS
326,Bahai45,0.018200202,0.003033367,1,0,0.365384615,34,0.653846154,0.004044489,0.006066734,0.032355915,0.026289181,0.011122346,0,0.006066734,0.382204247,0.751328703,0.565258702,5,Bahai
327,PastorAnderson119,0.02886533,0.020363178,1,0,0.337954939,449,0.778162912,0.012700745,0.014695077,0.017319198,0.013120605,0.043140548,0.001049648,0.011861027,0.111052797,0.659995215,0.669999099,1,Anderson
328,MehrBaba261,0.021828104,0.015279673,1,0,0.231746032,242,0.768253968,0.003274216,0.039563438,0.014461119,0.02100955,0.012005457,0.000818554,0.031377899,0.219099591,0.720276238,0.6370721,5,MehrBaba
329,Rabbinic010,0.010629252,0.017431973,0,1,0.262195122,71,0.432926829,0.003826531,0.00297619,0.017857143,0.008928571,0.025510204,0.008503401,0.017431973,0.239795918,0.652720185,0.549522107,4,Rabbinic
330,YV41,0.043373494,0.007228916,1,0,0.387096774,67,0.720430108,0.043373494,0.032128514,0.009638554,0.007228916,0.001606426,0.001606426,0.008032129,0.289959839,0.7112245,0.656459031,7,YV
331,MehrBaba044,0.017661389,0.018879415,0,1,0.402515723,100,0.628930818,0.000304507,0.001522533,0.000304507,0.003045067,0.015225335,0,0.029232643,0.216199756,0.84147341,0.685641383,7,MehrBaba
332,YV18,0.032183908,0.013793103,1,0,0.444444444,26,0.722222222,0.018390805,0.03908046,0.002298851,0.011494253,0,0,0.016091954,0.429885057,0.712932554,0.52074259,5,YV
333,LiberalJudaism152,0.024699599,0.019359146,1,0,0.509433962,47,0.886792453,0.030040053,0.001335113,0.006675567,0.008010681,0.00200267,0.001335113,0.024699599,0.332443258,0.772893809,0.720640688,3,LiberalJudaism
334,LiberalJudaism127,0.019512195,0.015176152,1,0,0.340909091,66,0.75,0.025474255,0.008672087,0.015176152,0.002710027,0.010840108,0.000542005,0.010298103,0.377235772,0.714812233,0.615206161,3,LiberalJudaism
335,Bahai54,0.023850085,0.015332198,1,0,0.451612903,19,0.612903226,0.005110733,0,0.001703578,0.028960818,0,0,0.022146508,0.488926746,0.703520274,0.581453943,5,Bahai
336,MehrBaba125,0.018268467,0.016679905,1,0,0.58,45,0.9,0,0,0.001588562,0.020651311,0.063542494,0.001588562,0.01350278,0.313741064,0.797613802,0.862340342,8,MehrBaba
337,WBC422,0.05507577,0.015968714,1,0,0.579136691,230,0.827338129,0.041551247,0.008310249,0.007658465,0.01075444,0.018249959,0.000325892,0.019227636,0.172071044,0.698021488,0.597818034,1,WBC
338,Bahai10,0.054161162,0.010568032,1,0,0.4,22,0.55,0.002642008,0.007926024,0,0.005284016,0.015852048,0.001321004,0.010568032,0.394980185,0.72714977,0.59496891,6,Bahai
339,MehrBaba162,0.073051948,0.022727273,1,0,0.567567568,33,0.891891892,0.008116883,0,0,0.003246753,0.00974026,0,0.063311688,0.402597403,0.792107903,0.74448864,3,MehrBaba
340,MehrBaba050,0.038548753,0.015873016,1,0,0.157894737,4,0.210526316,0.002267574,0,0,0.006802721,0,0,0.004535147,0.510204082,0.776469781,0.549713596,3,MehrBaba
341,MalcolmX004,0.020093587,0.022846133,0,1,0.32,306,0.765,0.017753922,0.027250206,0.019955959,0.020231214,0.019680705,0.001101018,0.013349849,0.16749243,0.638681553,0.600845079,2,MalcolmX
